week,state,covid_admissions,influenza_admissions,rsv_admissions,total_respiratory_admissions
2025-12-06,VT,13.0,5.0,0.0,18.0
2025-12-13,VT,7.0,9.0,2.0,18.0
2025-12-20,VT,14.0,13.0,0.0,27.0
2025-12-27,VT,25.0,43.0,4.0,72.0
2026-01-03,VT,18.0,58.0,2.0,78.0
2026-01-10,VT,18.0,48.0,4.0,70.0
2026-01-17,VT,17.0,34.0,4.0,55.0
2026-01-24,VT,11.0,28.0,12.0,51.0
2026-01-31,VT,12.0,24.0,4.0,40.0
2024-10-05,WA,227.0,10.0,3.0,240.0
2024-10-12,WA,104.0,7.0,0.0,111.0
2024-10-19,WA,59.0,1.0,0.0,60.0
2024-10-26,WA,52.0,4.0,2.0,58.0
2024-11-02,WA,57.0,2.0,0.0,59.0
2024-11-09,WA,98.0,14.0,13.0,125.0
2024-11-16,WA,83.0,22.0,27.0,132.0
2024-11-23,WA,90.0,29.0,38.0,157.0
2024-11-30,WA,78.0,46.0,44.0,168.0
2024-12-07,WA,56.0,78.0,71.0,205.0
2024-12-14,WA,76.0,188.0,125.0,389.0
2024-12-21,WA,86.0,418.0,146.0,650.0
2024-12-28,WA,117.0,541.0,165.0,823.0
2025-01-04,WA,150.0,531.0,193.0,874.0
2025-01-11,WA,116.0,392.0,115.0,623.0
2025-01-18,WA,89.0,360.0,116.0,565.0
2025-01-25,WA,104.0,417.0,94.0,615.0
2025-02-01,WA,127.0,602.0,123.0,852.0
2025-02-08,WA,139.0,747.0,145.0,1031.0
2025-02-15,WA,147.0,659.0,111.0,917.0
2025-02-22,WA,189.0,671.0,119.0,979.0
2025-03-01,WA,123.0,422.0,102.0,647.0
2025-03-08,WA,93.0,253.0,103.0,449.0
2025-03-15,WA,99.0,201.0,94.0,394.0
2025-03-22,WA,85.0,165.0,81.0,331.0
2025-03-29,WA,89.0,113.0,55.0,257.0
2025-04-05,WA,57.0,101.0,39.0,197.0
2025-04-12,WA,72.0,74.0,38.0,184.0
2025-04-19,WA,77.0,42.0,22.0,141.0
2025-04-26,WA,81.0,39.0,19.0,139.0
2025-05-03,WA,53.0,20.0,10.0,83.0
2025-05-10,WA,65.0,24.0,5.0,94.0
2025-05-17,WA,64.0,16.0,7.0,87.0
2025-05-24,WA,92.0,29.0,7.0,128.0
2025-05-31,WA,98.0,26.0,4.0,128.0
2025-06-07,WA,88.0,31.0,2.0,121.0
2025-06-14,WA,69.0,23.0,2.0,94.0
2025-06-21,WA,85.0,14.0,0.0,99.0
2025-06-28,WA,92.0,13.0,0.0,105.0
2025-07-05,WA,90.0,14.0,1.0,105.0
2025-07-12,WA,93.0,8.0,1.0,102.0
2025-07-19,WA,96.0,5.0,0.0,101.0
2025-07-26,WA,103.0,6.0,0.0,109.0
2025-08-02,WA,131.0,4.0,2.0,137.0
2025-08-09,WA,125.0,7.0,0.0,132.0
2025-08-16,WA,160.0,10.0,2.0,172.0
2025-08-23,WA,158.0,10.0,0.0,168.0
2025-08-30,WA,189.0,4.0,0.0,193.0
2025-09-06,WA,179.0,13.0,0.0,192.0
2025-09-13,WA,187.0,14.0,1.0,202.0
2025-09-20,WA,187.0,6.0,1.0,194.0
2025-09-27,WA,181.0,8.0,4.0,193.0
2023-10-07,AK,25.0,10.0,,35.0
2023-10-14,AK,30.0,14.0,,44.0
2023-10-21,AK,16.0,21.0,,37.0
2023-10-28,AK,16.0,30.0,,46.0
2023-11-04,AK,20.0,33.0,,53.0
2023-11-11,AK,32.0,39.0,,71.0
2023-11-18,AK,19.0,17.0,,36.0
2023-11-25,AK,15.0,14.0,,29.0
2023-12-02,AK,23.0,15.0,,38.0
2023-12-09,AK,19.0,14.0,,33.0
2023-12-16,AK,23.0,4.0,,27.0
2023-12-23,AK,21.0,5.0,,26.0
2023-12-30,AK,34.0,4.0,4.0,42.0
2024-01-06,AK,36.0,5.0,3.0,44.0
2024-01-13,AK,42.0,6.0,,48.0
2024-01-20,AK,44.0,9.0,,53.0
2024-01-27,AK,40.0,7.0,3.0,50.0
2024-02-03,AK,57.0,8.0,0.0,65.0
2024-02-10,AK,52.0,11.0,1.0,64.0
2024-02-17,AK,39.0,2.0,0.0,41.0
2024-02-24,AK,28.0,4.0,,32.0
2024-03-02,AK,22.0,11.0,1.0,34.0
2024-03-09,AK,33.0,5.0,1.0,39.0
2024-03-16,AK,18.0,9.0,1.0,28.0
2024-03-23,AK,12.0,10.0,1.0,23.0
2024-03-30,AK,6.0,8.0,0.0,14.0
2024-04-06,AK,6.0,7.0,0.0,13.0
2024-04-13,AK,7.0,4.0,0.0,11.0
2024-04-20,AK,2.0,2.0,0.0,4.0
2024-04-27,AK,8.0,5.0,0.0,13.0
2024-05-04,AK,2.0,3.0,0.0,5.0
2024-05-11,AK,4.0,6.0,,10.0
2024-05-18,AK,5.0,1.0,,6.0
2024-05-25,AK,5.0,2.0,,7.0
2024-06-01,AK,9.0,3.0,,12.0
2024-06-08,AK,11.0,3.0,,14.0
2024-06-15,AK,15.0,3.0,,18.0
2024-06-22,AK,15.0,6.0,,21.0
2024-06-29,AK,7.0,3.0,,10.0
2024-07-06,AK,5.0,1.0,,6.0
2024-07-13,AK,13.0,1.0,,14.0
2024-07-20,AK,14.0,3.0,,17.0
2024-07-27,AK,22.0,1.0,,23.0
2024-08-03,AK,18.0,0.0,,18.0
2024-08-10,AK,17.0,0.0,,17.0
2024-08-17,AK,14.0,4.0,,18.0
2024-08-24,AK,22.0,0.0,,22.0
2024-08-31,AK,14.0,0.0,,14.0
2024-09-07,AK,13.0,1.0,,14.0
2024-09-14,AK,18.0,2.0,,20.0
2024-09-21,AK,5.0,3.0,,8.0
2024-09-28,AK,9.0,0.0,,9.0
2024-10-05,AL,9.0,0.0,0.0,9.0
2024-10-12,AL,22.0,2.0,3.0,27.0
2024-10-19,AL,21.0,6.0,1.0,28.0
2024-10-26,AL,27.0,9.0,10.0,46.0
2024-11-02,AL,47.0,13.0,15.0,75.0
2024-11-09,AL,115.0,32.0,62.0,209.0
2024-11-16,AL,82.0,44.0,81.0,207.0
2024-11-23,AL,71.0,50.0,111.0,232.0
2024-11-30,AL,90.0,65.0,130.0,285.0
2024-12-07,AL,100.0,102.0,165.0,367.0
2024-12-14,AL,111.0,193.0,155.0,459.0
2024-12-21,AL,149.0,432.0,171.0,752.0
2024-12-28,AL,215.0,661.0,171.0,1047.0
2025-01-04,AL,220.0,684.0,171.0,1075.0
2025-01-11,AL,215.0,473.0,152.0,840.0
2025-01-18,AL,192.0,488.0,96.0,776.0
2025-01-25,AL,178.0,626.0,73.0,877.0
2025-02-01,AL,212.0,734.0,77.0,1023.0
2025-02-08,AL,227.0,660.0,81.0,968.0
2025-02-15,AL,224.0,415.0,74.0,713.0
2025-02-22,AL,186.0,286.0,57.0,529.0
2025-03-01,AL,209.0,329.0,45.0,583.0
2025-03-08,AL,238.0,314.0,40.0,592.0
2025-03-15,AL,245.0,272.0,43.0,560.0
2025-03-22,AL,232.0,192.0,38.0,462.0
2025-03-29,AL,195.0,169.0,34.0,398.0
2025-04-05,AL,139.0,85.0,28.0,252.0
2025-04-12,AL,118.0,54.0,26.0,198.0
2025-04-19,AL,103.0,49.0,30.0,182.0
2025-04-26,AL,84.0,35.0,23.0,142.0
2025-05-03,AL,87.0,27.0,12.0,126.0
2025-05-10,AL,65.0,33.0,14.0,112.0
2025-05-17,AL,83.0,37.0,12.0,132.0
2025-05-24,AL,66.0,28.0,3.0,97.0
2025-05-31,AL,58.0,11.0,9.0,78.0
2025-06-07,AL,60.0,14.0,12.0,86.0
2025-06-14,AL,60.0,18.0,9.0,87.0
2025-06-21,AL,49.0,22.0,7.0,78.0
2025-06-28,AL,66.0,27.0,6.0,99.0
2025-07-05,AL,61.0,15.0,3.0,79.0
2025-07-12,AL,58.0,11.0,7.0,76.0
2025-07-19,AL,69.0,13.0,8.0,90.0
2025-07-26,AL,70.0,16.0,2.0,88.0
2025-08-02,AL,111.0,19.0,2.0,132.0
2025-08-09,AL,133.0,17.0,1.0,151.0
2025-08-16,AL,142.0,27.0,3.0,172.0
2025-08-23,AL,208.0,24.0,3.0,235.0
2025-08-30,AL,199.0,29.0,6.0,234.0
2025-09-06,AL,241.0,23.0,7.0,271.0
2025-09-13,AL,199.0,31.0,7.0,237.0
2025-09-20,AL,147.0,15.0,9.0,171.0
2025-09-27,AL,117.0,18.0,14.0,149.0
2020-10-03,CA,,,,0.0
2020-10-10,CA,,,,0.0
2020-10-17,CA,,0.0,,0.0
2020-10-24,CA,,9.0,,9.0
2020-10-31,CA,,30.0,,30.0
2020-11-07,CA,,27.0,,27.0
2020-11-14,CA,,41.0,,41.0
2020-11-21,CA,,39.0,,39.0
2020-11-28,CA,,76.0,,76.0
2020-12-05,CA,,47.0,,47.0
2020-12-12,CA,,54.0,,54.0
2020-12-19,CA,,53.0,,53.0
2020-12-26,CA,,70.0,,70.0
2021-01-02,CA,,51.0,,51.0
2021-01-09,CA,,75.0,,75.0
2021-01-16,CA,,45.0,,45.0
2021-01-23,CA,,40.0,,40.0
2021-01-30,CA,,24.0,,24.0
2021-02-06,CA,,18.0,,18.0
2021-02-13,CA,,24.0,,24.0
2021-02-20,CA,,16.0,,16.0
2021-02-27,CA,,22.0,,22.0
2021-03-06,CA,,14.0,,14.0
2021-03-13,CA,,14.0,,14.0
2021-03-20,CA,,10.0,,10.0
2021-03-27,CA,,16.0,,16.0
2021-04-03,CA,,4.0,,4.0
2021-04-10,CA,,7.0,,7.0
2021-04-17,CA,,11.0,,11.0
2021-04-24,CA,,13.0,,13.0
2021-05-01,CA,,8.0,,8.0
2021-05-08,CA,,13.0,,13.0
2021-05-15,CA,,5.0,,5.0
2021-05-22,CA,,13.0,,13.0
2021-05-29,CA,,9.0,,9.0
2021-06-05,CA,,3.0,,3.0
2021-06-12,CA,,3.0,,3.0
2021-06-19,CA,936.0,9.0,,945.0
2021-06-26,CA,,6.0,,6.0
2021-07-03,CA,,5.0,,5.0
2021-07-10,CA,,8.0,,8.0
2021-07-17,CA,,7.0,,7.0
2021-07-24,CA,,8.0,,8.0
2021-07-31,CA,,6.0,,6.0
2021-08-07,CA,,11.0,,11.0
2021-08-14,CA,,13.0,,13.0
2021-08-21,CA,,6.0,,6.0
2021-08-28,CA,,4.0,,4.0
2021-09-04,CA,,2.0,,2.0
2021-09-11,CA,,7.0,,7.0
2021-09-18,CA,,5.0,,5.0
2021-09-25,CA,,8.0,,8.0
2021-10-02,CA,,8.0,,8.0
2023-10-07,CO,336.0,9.0,,345.0
2023-10-14,CO,434.0,15.0,,449.0
2023-10-21,CO,438.0,16.0,,454.0
2023-10-28,CO,478.0,19.0,,497.0
2023-11-04,CO,442.0,31.0,,473.0
2023-11-11,CO,467.0,52.0,,519.0
2023-11-18,CO,518.0,102.0,,620.0
2023-11-25,CO,509.0,137.0,,646.0
2023-12-02,CO,533.0,126.0,0.0,659.0
2023-12-09,CO,480.0,153.0,0.0,633.0
2023-12-16,CO,425.0,234.0,0.0,659.0
2023-12-23,CO,457.0,252.0,0.0,709.0
2023-12-30,CO,475.0,367.0,1.0,843.0
2024-01-06,CO,477.0,308.0,3.0,788.0
2024-01-13,CO,464.0,286.0,1.0,751.0
2024-01-20,CO,347.0,197.0,0.0,544.0
2024-01-27,CO,296.0,229.0,1.0,526.0
2024-02-03,CO,270.0,196.0,2.0,468.0
2024-02-10,CO,239.0,196.0,3.0,438.0
2024-02-17,CO,241.0,137.0,1.0,379.0
2024-02-24,CO,206.0,129.0,0.0,335.0
2024-03-02,CO,137.0,93.0,1.0,231.0
2024-03-09,CO,129.0,80.0,1.0,210.0
2024-03-16,CO,121.0,96.0,0.0,217.0
2024-03-23,CO,114.0,97.0,0.0,211.0
2024-03-30,CO,124.0,68.0,0.0,192.0
2024-04-06,CO,97.0,49.0,0.0,146.0
2024-04-13,CO,84.0,55.0,1.0,140.0
2024-04-20,CO,68.0,26.0,0.0,94.0
2024-04-27,CO,82.0,23.0,0.0,105.0
2024-05-04,CO,40.0,23.0,0.0,63.0
2024-05-11,CO,18.0,12.0,0.0,30.0
2024-05-18,CO,21.0,6.0,0.0,27.0
2024-05-25,CO,26.0,11.0,0.0,37.0
2024-06-01,CO,27.0,10.0,0.0,37.0
2024-06-08,CO,19.0,4.0,0.0,23.0
2024-06-15,CO,20.0,3.0,0.0,23.0
2024-06-22,CO,20.0,3.0,0.0,23.0
2024-06-29,CO,29.0,3.0,0.0,32.0
2024-07-06,CO,23.0,3.0,0.0,26.0
2024-07-13,CO,33.0,1.0,0.0,34.0
2024-07-20,CO,26.0,3.0,0.0,29.0
2024-07-27,CO,75.0,6.0,0.0,81.0
2024-08-03,CO,66.0,6.0,0.0,72.0
2024-08-10,CO,87.0,5.0,0.0,92.0
2024-08-17,CO,58.0,0.0,0.0,58.0
2024-08-24,CO,22.0,0.0,0.0,22.0
2024-08-31,CO,25.0,0.0,0.0,25.0
2024-09-07,CO,56.0,1.0,0.0,57.0
2024-09-14,CO,44.0,0.0,0.0,44.0
2024-09-21,CO,40.0,0.0,0.0,40.0
2024-09-28,CO,37.0,3.0,0.0,40.0
2021-10-09,CT,229.0,0.0,,229.0
2021-10-16,CT,222.0,0.0,,222.0
2021-10-23,CT,200.0,0.0,,200.0
2021-10-30,CT,183.0,0.0,,183.0
2021-11-06,CT,191.0,0.0,,191.0
2021-11-13,CT,236.0,0.0,,236.0
2021-11-20,CT,246.0,2.0,,248.0
2021-11-27,CT,320.0,3.0,,323.0
2021-12-04,CT,461.0,13.0,,474.0
2021-12-11,CT,650.0,14.0,,664.0
2021-12-18,CT,772.0,18.0,,790.0
2021-12-25,CT,720.0,23.0,,743.0
2022-01-01,CT,,23.0,,23.0
2022-01-08,CT,,9.0,,9.0
2022-01-15,CT,,2.0,,2.0
2022-01-22,CT,,11.0,,11.0
2022-01-29,CT,,2.0,,2.0
2022-02-05,CT,724.0,4.0,,728.0
2022-02-12,CT,499.0,0.0,,499.0
2022-02-19,CT,297.0,1.0,,298.0
2022-02-26,CT,281.0,7.0,,288.0
2022-03-05,CT,186.0,4.0,,190.0
2022-03-12,CT,184.0,8.0,,192.0
2022-03-19,CT,149.0,18.0,,167.0
2022-03-26,CT,135.0,25.0,,160.0
2022-04-02,CT,142.0,26.0,,168.0
2022-04-09,CT,171.0,47.0,,218.0
2022-04-16,CT,222.0,45.0,,267.0
2022-04-23,CT,236.0,52.0,,288.0
2022-04-30,CT,349.0,57.0,,406.0
2022-05-07,CT,352.0,76.0,,428.0
2022-05-14,CT,418.0,70.0,,488.0
2022-05-21,CT,473.0,75.0,,548.0
2022-05-28,CT,454.0,36.0,,490.0
2022-06-04,CT,409.0,20.0,,429.0
2022-06-11,CT,374.0,36.0,,410.0
2022-06-18,CT,330.0,14.0,,344.0
2022-06-25,CT,331.0,6.0,,337.0
2022-07-02,CT,353.0,8.0,,361.0
2022-07-09,CT,405.0,5.0,,410.0
2022-07-16,CT,391.0,3.0,,394.0
2022-07-23,CT,369.0,6.0,,375.0
2022-07-30,CT,439.0,3.0,,442.0
2022-08-06,CT,432.0,3.0,,435.0
2022-08-13,CT,439.0,1.0,,440.0
2022-08-20,CT,435.0,2.0,,437.0
2022-08-27,CT,437.0,8.0,,445.0
2022-09-03,CT,428.0,4.0,,432.0
2022-09-10,CT,354.0,3.0,,357.0
2022-09-17,CT,395.0,5.0,,400.0
2022-09-24,CT,492.0,3.0,,495.0
2022-10-01,CT,481.0,2.0,,483.0
2024-10-05,GA,53.0,1.0,0.0,54.0
2024-10-12,GA,12.0,0.0,4.0,16.0
2024-10-19,GA,31.0,5.0,15.0,51.0
2024-10-26,GA,46.0,8.0,16.0,70.0
2024-11-02,GA,52.0,14.0,24.0,90.0
2024-11-09,GA,89.0,42.0,175.0,306.0
2024-11-16,GA,80.0,44.0,299.0,423.0
2024-11-23,GA,76.0,48.0,332.0,456.0
2024-11-30,GA,84.0,56.0,402.0,542.0
2024-12-07,GA,114.0,88.0,410.0,612.0
2024-12-14,GA,161.0,215.0,409.0,785.0
2024-12-21,GA,173.0,397.0,438.0,1008.0
2024-12-28,GA,232.0,800.0,426.0,1458.0
2025-01-04,GA,302.0,,505.0,807.0
2025-01-11,GA,251.0,823.0,322.0,1396.0
2025-01-18,GA,257.0,992.0,267.0,1516.0
2025-01-25,GA,212.0,,174.0,386.0
2025-02-01,GA,288.0,,151.0,439.0
2025-02-08,GA,312.0,,161.0,473.0
2025-02-15,GA,262.0,734.0,115.0,1111.0
2025-02-22,GA,254.0,461.0,89.0,804.0
2025-03-01,GA,263.0,437.0,87.0,787.0
2025-03-08,GA,279.0,396.0,79.0,754.0
2025-03-15,GA,306.0,365.0,74.0,745.0
2025-03-22,GA,279.0,235.0,45.0,559.0
2025-03-29,GA,233.0,190.0,35.0,458.0
2025-04-05,GA,199.0,162.0,40.0,401.0
2025-04-12,GA,169.0,84.0,33.0,286.0
2025-04-19,GA,151.0,64.0,18.0,233.0
2025-04-26,GA,160.0,44.0,17.0,221.0
2025-05-03,GA,106.0,44.0,19.0,169.0
2025-05-10,GA,107.0,44.0,17.0,168.0
2025-05-17,GA,90.0,34.0,13.0,137.0
2025-05-24,GA,82.0,21.0,15.0,118.0
2025-05-31,GA,85.0,26.0,15.0,126.0
2025-06-07,GA,76.0,28.0,9.0,113.0
2025-06-14,GA,62.0,31.0,10.0,103.0
2025-06-21,GA,83.0,18.0,6.0,107.0
2025-06-28,GA,86.0,24.0,6.0,116.0
2025-07-05,GA,85.0,9.0,6.0,100.0
2025-07-12,GA,113.0,17.0,5.0,135.0
2025-07-19,GA,119.0,21.0,12.0,152.0
2025-07-26,GA,159.0,14.0,4.0,177.0
2025-08-02,GA,183.0,22.0,5.0,210.0
2025-08-09,GA,239.0,11.0,10.0,260.0
2025-08-16,GA,301.0,19.0,24.0,344.0
2025-08-23,GA,378.0,19.0,14.0,411.0
2025-08-30,GA,386.0,19.0,15.0,420.0
2025-09-06,GA,373.0,13.0,13.0,399.0
2025-09-13,GA,295.0,17.0,22.0,334.0
2025-09-20,GA,223.0,20.0,17.0,260.0
2025-09-27,GA,163.0,22.0,23.0,208.0
2023-10-07,KY,256.0,12.0,,268.0
2023-10-14,KY,241.0,23.0,,264.0
2023-10-21,KY,235.0,20.0,,255.0
2023-10-28,KY,274.0,23.0,,297.0
2023-11-04,KY,316.0,21.0,,337.0
2023-11-11,KY,371.0,33.0,,404.0
2023-11-18,KY,369.0,18.0,,387.0
2023-11-25,KY,461.0,37.0,,498.0
2023-12-02,KY,439.0,59.0,0.0,498.0
2023-12-09,KY,487.0,48.0,1.0,536.0
2023-12-16,KY,456.0,86.0,0.0,542.0
2023-12-23,KY,560.0,137.0,0.0,697.0
2023-12-30,KY,595.0,261.0,2.0,858.0
2024-01-06,KY,521.0,296.0,2.0,819.0
2024-01-13,KY,489.0,240.0,3.0,732.0
2024-01-20,KY,369.0,197.0,0.0,566.0
2024-01-27,KY,320.0,251.0,1.0,572.0
2024-02-03,KY,286.0,225.0,0.0,511.0
2024-02-10,KY,272.0,284.0,1.0,557.0
2024-02-17,KY,287.0,282.0,0.0,569.0
2024-02-24,KY,308.0,279.0,0.0,587.0
2024-03-02,KY,272.0,280.0,11.0,563.0
2024-03-09,KY,330.0,190.0,1.0,521.0
2024-03-16,KY,192.0,142.0,1.0,335.0
2024-03-23,KY,147.0,129.0,0.0,276.0
2024-03-30,KY,137.0,120.0,0.0,257.0
2024-04-06,KY,124.0,102.0,0.0,226.0
2024-04-13,KY,123.0,67.0,2.0,192.0
2024-04-20,KY,69.0,46.0,0.0,115.0
2024-04-27,KY,74.0,25.0,0.0,99.0
2024-05-04,KY,58.0,10.0,0.0,68.0
2024-05-11,KY,32.0,3.0,0.0,35.0
2024-05-18,KY,29.0,5.0,0.0,34.0
2024-05-25,KY,25.0,3.0,0.0,28.0
2024-06-01,KY,14.0,5.0,0.0,19.0
2024-06-08,KY,12.0,7.0,0.0,19.0
2024-06-15,KY,23.0,3.0,2.0,28.0
2024-06-22,KY,17.0,1.0,1.0,19.0
2024-06-29,KY,10.0,1.0,0.0,11.0
2024-07-06,KY,12.0,2.0,0.0,14.0
2024-07-13,KY,25.0,0.0,0.0,25.0
2024-07-20,KY,23.0,0.0,0.0,23.0
2024-07-27,KY,26.0,0.0,0.0,26.0
2024-08-03,KY,43.0,0.0,0.0,43.0
2024-08-10,KY,43.0,0.0,0.0,43.0
2024-08-17,KY,65.0,3.0,0.0,68.0
2024-08-24,KY,67.0,3.0,0.0,70.0
2024-08-31,KY,72.0,0.0,0.0,72.0
2024-09-07,KY,74.0,0.0,0.0,74.0
2024-09-14,KY,40.0,0.0,0.0,40.0
2024-09-21,KY,38.0,2.0,0.0,40.0
2024-09-28,KY,23.0,1.0,0.0,24.0
2023-10-07,MP,,,,0.0
2023-10-14,MP,,,,0.0
2023-10-21,MP,,,,0.0
2023-10-28,MP,,,,0.0
2023-11-04,MP,,,,0.0
2023-11-11,MP,,,,0.0
2023-11-18,MP,,,,0.0
2023-11-25,MP,,,,0.0
2023-12-02,MP,,,,0.0
2023-12-09,MP,,,,0.0
2023-12-16,MP,,,,0.0
2023-12-23,MP,,,,0.0
2023-12-30,MP,,,,0.0
2024-01-06,MP,,,,0.0
2024-01-13,MP,,,,0.0
2024-01-20,MP,,,,0.0
2024-01-27,MP,,,,0.0
2024-02-03,MP,,,,0.0
2024-02-10,MP,,,,0.0
2024-02-17,MP,,,,0.0
2024-02-24,MP,,,,0.0
2024-03-02,MP,,,,0.0
2024-03-09,MP,,,,0.0
2024-03-16,MP,,,,0.0
2024-03-23,MP,,,,0.0
2024-03-30,MP,,,,0.0
2024-04-06,MP,,,,0.0
2024-04-13,MP,,,,0.0
2024-04-20,MP,,,,0.0
2024-04-27,MP,,,,0.0
2024-05-04,MP,,,,0.0
2024-05-11,MP,,,,0.0
2024-05-18,MP,,,,0.0
2024-05-25,MP,,,,0.0
2024-06-01,MP,,,,0.0
2024-06-08,MP,,,,0.0
2024-06-15,MP,,,,0.0
2024-06-22,MP,,,,0.0
2024-06-29,MP,,,,0.0
2024-07-06,MP,,,,0.0
2024-07-13,MP,,,,0.0
2024-07-20,MP,,,,0.0
2024-07-27,MP,,,,0.0
2024-08-03,MP,,,,0.0
2024-08-10,MP,,,,0.0
2024-08-17,MP,,,,0.0
2024-08-24,MP,,,,0.0
2024-08-31,MP,,,,0.0
2024-09-07,MP,,,,0.0
2024-09-14,MP,,,,0.0
2024-09-21,MP,,,,0.0
2024-09-28,MP,,,,0.0
2025-10-04,MP,0.0,5.0,0.0,5.0
2025-10-11,MP,0.0,0.0,0.0,0.0
2025-10-18,MP,0.0,0.0,0.0,0.0
2025-10-25,MP,0.0,4.0,0.0,4.0
2025-11-01,MP,0.0,3.0,0.0,3.0
2025-11-08,MP,0.0,2.0,0.0,2.0
2025-11-15,MP,0.0,4.0,1.0,5.0
2025-11-22,MP,0.0,3.0,0.0,3.0
2025-11-29,MP,0.0,0.0,3.0,3.0
2025-12-06,MP,0.0,0.0,0.0,0.0
2025-12-13,MP,0.0,0.0,1.0,1.0
2025-12-20,MP,0.0,0.0,1.0,1.0
2025-12-27,MP,0.0,1.0,1.0,2.0
2026-01-03,MP,0.0,2.0,0.0,2.0
2026-01-10,MP,0.0,5.0,0.0,5.0
2026-01-17,MP,0.0,1.0,1.0,2.0
2026-01-24,MP,0.0,2.0,3.0,5.0
2026-01-31,MP,0.0,0.0,1.0,1.0
2020-08-08,NE,69.0,,,69.0
2020-08-15,NE,130.0,,,130.0
2020-08-22,NE,146.0,,,146.0
2020-08-29,NE,163.0,,,163.0
2020-09-05,NE,166.0,,,166.0
2020-09-12,NE,175.0,,,175.0
2020-09-19,NE,224.0,,,224.0
2020-09-26,NE,244.0,0.0,,244.0
2020-08-08,OR,89.0,,,89.0
2020-08-15,OR,87.0,,,87.0
2020-08-22,OR,109.0,,,109.0
2020-08-29,OR,60.0,,,60.0
2020-09-05,OR,55.0,,,55.0
2020-09-12,OR,54.0,,,54.0
2020-09-19,OR,80.0,,,80.0
2020-09-26,OR,104.0,,,104.0
2024-10-05,PR,4.0,3.0,0.0,7.0
2024-10-12,PR,2.0,9.0,1.0,12.0
2024-10-19,PR,1.0,6.0,3.0,10.0
2024-10-26,PR,4.0,14.0,2.0,20.0
2024-11-02,PR,10.0,15.0,6.0,31.0
2024-11-09,PR,42.0,137.0,97.0,276.0
2024-11-16,PR,52.0,228.0,134.0,414.0
2024-11-23,PR,58.0,160.0,200.0,418.0
2024-11-30,PR,94.0,368.0,457.0,919.0
2024-12-07,PR,110.0,457.0,463.0,1030.0
2024-12-14,PR,124.0,470.0,500.0,1094.0
2024-12-21,PR,147.0,553.0,436.0,1136.0
2024-12-28,PR,114.0,707.0,360.0,1181.0
2025-01-04,PR,138.0,,397.0,535.0
2025-01-11,PR,133.0,,300.0,433.0
2025-01-18,PR,87.0,643.0,134.0,864.0
2025-01-25,PR,79.0,505.0,74.0,658.0
2025-02-01,PR,78.0,348.0,46.0,472.0
2025-02-08,PR,75.0,251.0,49.0,375.0
2025-02-15,PR,70.0,355.0,69.0,494.0
2025-02-22,PR,45.0,240.0,68.0,353.0
2025-03-01,PR,76.0,315.0,51.0,442.0
2025-03-08,PR,112.0,283.0,32.0,427.0
2025-03-15,PR,98.0,346.0,31.0,475.0
2025-03-22,PR,59.0,243.0,20.0,322.0
2025-03-29,PR,47.0,212.0,29.0,288.0
2025-04-05,PR,68.0,194.0,38.0,300.0
2025-04-12,PR,88.0,274.0,58.0,420.0
2025-04-19,PR,71.0,187.0,21.0,279.0
2025-04-26,PR,87.0,187.0,24.0,298.0
2025-05-03,PR,66.0,138.0,23.0,227.0
2025-05-10,PR,79.0,210.0,27.0,316.0
2025-05-17,PR,92.0,202.0,12.0,306.0
2025-05-24,PR,102.0,174.0,11.0,287.0
2025-05-31,PR,140.0,255.0,6.0,401.0
2025-06-07,PR,167.0,185.0,6.0,358.0
2025-06-14,PR,219.0,190.0,16.0,425.0
2025-06-21,PR,208.0,209.0,3.0,420.0
2025-06-28,PR,164.0,114.0,2.0,280.0
2025-07-05,PR,168.0,126.0,6.0,300.0
2025-07-12,PR,154.0,104.0,1.0,259.0
2025-07-19,PR,121.0,99.0,0.0,220.0
2025-07-26,PR,171.0,110.0,6.0,287.0
2025-08-02,PR,146.0,101.0,6.0,253.0
2025-08-09,PR,165.0,99.0,2.0,266.0
2025-08-16,PR,85.0,44.0,3.0,132.0
2025-08-23,PR,263.0,86.0,2.0,351.0
2025-08-30,PR,220.0,83.0,6.0,309.0
2025-09-06,PR,182.0,139.0,11.0,332.0
2025-09-13,PR,128.0,122.0,22.0,272.0
2025-09-20,PR,145.0,77.0,16.0,238.0
2025-09-27,PR,72.0,51.0,13.0,136.0
2021-10-09,REGION 1,,0.0,,0.0
2021-10-16,REGION 1,,13.0,,13.0
2021-10-23,REGION 1,,1.0,,1.0
2021-10-30,REGION 1,,1.0,,1.0
2021-11-06,REGION 1,,1.0,,1.0
2021-11-13,REGION 1,,1.0,,1.0
2021-11-20,REGION 1,,6.0,,6.0
2021-11-27,REGION 1,,7.0,,7.0
2021-12-04,REGION 1,,33.0,,33.0
2021-12-11,REGION 1,,39.0,,39.0
2021-12-18,REGION 1,,46.0,,46.0
2021-12-25,REGION 1,,57.0,,57.0
2022-01-01,REGION 1,,89.0,,89.0
2022-01-08,REGION 1,,65.0,,65.0
2022-01-15,REGION 1,,47.0,,47.0
2022-01-22,REGION 1,,63.0,,63.0
2022-01-29,REGION 1,,34.0,,34.0
2022-02-05,REGION 1,,41.0,,41.0
2022-02-12,REGION 1,,44.0,,44.0
2022-02-19,REGION 1,,57.0,,57.0
2022-02-26,REGION 1,975.0,44.0,,1019.0
